,07M23,2387,386,629,632,713,780,797,basinwide_average
1998-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-11-01,0.0,-999.0,0.3,2.8,3.8,4.2,4.2,5.6,0.1477085152063202
1998-12-01,0.0,-999.0,2.7,5.5,7.8,8.2,9.5,8.9,0.3058152514569474
1999-01-01,0.0,-999.0,3.7,6.4,9.8,9.9,11.6,9.1,0.3628158838328412
1999-02-01,2.4,-999.0,6.7,9.2,14.8,14.2,16.2,11.1,0.5606499624512058
1999-03-01,4.7,-999.0,8.4,11.1,18.6,17.1,18.9,13.3,0.7086390983227642
1999-04-01,4.7,-999.0,8.4,11.1,18.6,18.3,18.9,14.2,0.7221703159026107
1999-05-01,4.7,-999.0,8.4,11.1,23.0,26.4,21.3,21.0,0.865690722601247
1999-06-01,4.7,-999.0,8.4,11.1,23.0,26.4,21.3,21.0,0.865690722601247
1999-07-01,4.7,-999.0,8.4,11.1,23.0,26.4,21.3,21.0,0.865690722601247
1999-08-01,4.7,-999.0,8.4,11.1,23.0,26.4,21.3,21.0,0.865690722601247
1999-09-01,4.7,-999.0,8.4,11.1,23.0,26.4,21.3,21.0,0.865690722601247
1999-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12-01,0.0,-999.0,0.0,0.7,0.9,1.3,0.9,0.0,0.025795168033179987
2000-01-01,0.0,-999.0,0.3,1.9,1.8,4.0,1.9,0.0,0.06787102392744791
2000-02-01,1.4,-999.0,2.3,5.0,5.3,8.9,7.0,2.5,0.24138857512148038
2000-03-01,3.8,-999.0,6.3,8.8,10.7,13.9,14.4,6.7,0.4986065686317675
2000-04-01,6.4,-999.0,12.2,14.9,17.5,22.1,21.0,15.1,0.8557568868862371
2000-05-01,6.4,-999.0,12.2,14.9,17.5,22.1,21.0,15.1,0.8557568868862371
2000-06-01,6.4,-999.0,12.2,14.9,17.5,22.1,21.0,15.1,0.8557568868862371
2000-07-01,6.4,-999.0,12.2,14.9,17.5,22.1,21.0,15.1,0.8557568868862371
2000-08-01,6.4,-999.0,12.2,14.9,17.5,22.1,21.0,15.1,0.8557568868862371
2000-09-01,6.4,-999.0,12.2,14.9,17.5,22.1,21.0,15.1,0.8557568868862371
2000-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-11-01,0.0,-999.0,1.0,1.9,2.3,4.2,4.3,4.8,0.129933082278865
2000-12-01,0.0,-999.0,3.7,3.6,4.1,7.1,7.2,7.1,0.23782138812088777
2001-01-01,0.0,-999.0,6.1,5.8,6.7,9.4,10.5,9.7,0.3544158647409517
2001-02-01,5.0,-999.0,10.8,8.8,10.7,12.9,15.4,14.2,0.620635836581128
2001-03-01,9.0,-999.0,13.9,12.1,14.7,16.8,20.5,18.4,0.8586336928655177
2001-04-01,9.5,-999.0,13.9,13.4,18.4,19.9,23.8,22.6,0.9742626522115508
2001-05-01,9.5,-999.0,13.9,13.4,18.4,22.7,23.8,25.1,1.0088416558645912
2001-06-01,9.5,-999.0,13.9,13.4,18.4,22.7,23.8,25.1,1.0088416558645912
2001-07-01,9.5,-999.0,13.9,13.4,18.4,22.7,23.8,25.1,1.0088416558645912
2001-08-01,9.5,-999.0,13.9,13.4,18.4,22.7,23.8,25.1,1.0088416558645912
2001-09-01,9.5,-999.0,13.9,13.4,18.4,22.7,23.8,25.1,1.0088416558645912
2001-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-11-01,0.0,-999.0,0.4,0.3,0.0,0.1,0.2,0.0,0.008697316747120291
2001-12-01,0.0,-999.0,2.0,3.2,2.8,4.8,4.7,2.0,0.14091922710864066
2002-01-01,0.0,-999.0,3.4,5.9,7.3,8.2,7.2,3.1,0.2562974007309784
2002-02-01,2.2,-999.0,3.9,6.2,7.3,9.6,8.5,3.3,0.3152602055797478
2002-03-01,3.0,-999.0,5.0,7.0,8.4,12.1,9.6,3.9,0.37978145793523976
2002-04-01,3.0,-999.0,5.0,7.6,8.4,14.6,9.6,5.5,0.41151894554186413
2002-05-01,3.0,-999.0,5.0,7.6,8.4,14.6,9.6,5.5,0.41151894554186413
2002-06-01,3.0,-999.0,5.0,7.6,8.4,14.6,9.6,5.5,0.41151894554186413
2002-07-01,3.0,-999.0,5.0,7.6,8.4,14.6,9.6,5.5,0.41151894554186413
2002-08-01,3.0,-999.0,5.0,7.6,8.4,14.6,9.6,5.5,0.41151894554186413
2002-09-01,3.0,-999.0,5.0,7.6,8.4,14.6,9.6,5.5,0.41151894554186413
2002-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-11-01,0.0,-999.0,0.5,1.7,1.8,2.3,3.0,1.5,0.07610385925763344
2002-12-01,0.0,-999.0,1.0,4.5,4.8,6.4,5.7,3.8,0.18591646506437254
2003-01-01,0.0,-999.0,2.8,6.7,7.8,9.2,9.1,5.5,0.29587249458451986
2003-02-01,2.3,-999.0,4.1,7.2,8.4,10.3,10.0,6.4,0.3723617948417827
2003-03-01,4.5,-999.0,7.3,10.4,12.0,14.7,17.0,10.4,0.5918613707194742
2003-04-01,4.5,-999.0,7.3,11.6,15.4,17.5,19.6,12.1,0.6720607595786231
2003-05-01,4.5,-999.0,7.3,11.6,15.4,17.5,19.6,12.1,0.6720607595786231
2003-06-01,4.5,-999.0,7.3,11.6,15.4,17.5,19.6,12.1,0.6720607595786231
2003-07-01,4.5,-999.0,7.3,11.6,15.4,17.5,19.6,12.1,0.6720607595786231
2003-08-01,4.5,-999.0,7.3,11.6,15.4,17.5,19.6,12.1,0.6720607595786231
2003-09-01,4.5,-999.0,7.3,11.6,15.4,17.5,19.6,12.1,0.6720607595786231
2003-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,-999.0,0.1,3.8,4.9,6.5,7.0,4.5,0.18402681933268225
2004-01-01,0.0,-999.0,4.8,7.0,9.0,11.5,12.1,7.6,0.3745534484740109
2004-02-01,5.7,-999.0,10.1,9.6,13.5,14.9,17.7,11.2,0.654571835600738
2004-03-01,8.7,-999.0,15.3,13.4,17.1,20.4,25.1,16.2,0.9289670199020694
2004-04-01,8.7,-999.0,15.3,14.1,18.1,21.1,25.1,16.5,0.9492018456983874
2004-05-01,8.7,-999.0,15.3,14.1,20.0,25.3,25.1,22.8,1.0344517608691493
2004-06-01,8.7,-999.0,15.3,14.1,20.0,25.3,25.1,22.8,1.0344517608691493
2004-07-01,8.7,-999.0,15.3,14.1,20.0,25.3,25.1,22.8,1.0344517608691493
2004-08-01,8.7,-999.0,15.3,14.1,20.0,25.3,25.1,22.8,1.0344517608691493
2004-09-01,8.7,-999.0,15.3,14.1,20.0,25.3,25.1,22.8,1.0344517608691493
2004-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.8,0.7,0.009864836173824849
2004-11-01,0.0,-999.0,0.0,2.3,2.6,4.5,5.8,3.7,0.12754001040597682
2004-12-01,0.0,-999.0,2.6,5.0,7.0,8.9,11.1,8.9,0.3072625135502758
2005-01-01,0.0,-999.0,3.8,7.5,9.6,12.3,15.4,11.6,0.4268483029000447
2005-02-01,12.3,-999.0,16.7,14.0,20.7,19.7,30.7,23.7,1.1165078086218307
2005-03-01,15.0,-999.0,20.3,17.0,24.1,23.1,35.8,29.5,1.3415085271242586
2005-04-01,15.0,-999.0,20.3,20.3,28.0,28.1,39.8,34.7,1.491866746037868
2005-05-01,15.0,-999.0,20.3,20.3,28.0,30.3,39.8,35.0,1.506528179379867
2005-06-01,15.0,-999.0,20.3,20.3,28.0,30.3,39.8,35.0,1.506528179379867
2005-07-01,15.0,-999.0,20.3,20.3,28.0,30.3,39.8,35.0,1.506528179379867
2005-08-01,15.0,-999.0,20.3,20.3,28.0,30.3,39.8,35.0,1.506528179379867
2005-09-01,15.0,-999.0,20.3,20.3,28.0,30.3,39.8,35.0,1.506528179379867
2005-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,-999.0,0.0,0.0,0.0,0.9,0.0,0.5,0.00883321703277309
2005-12-01,0.0,-999.0,0.0,1.4,2.9,3.8,1.3,1.2,0.07272960928427062
2006-01-01,0.0,-999.0,1.8,5.1,5.4,8.7,5.1,3.5,0.21163389528149978
2006-02-01,2.1,-999.0,4.5,7.6,8.1,12.9,8.8,5.5,0.3759316281309469
2006-03-01,2.1,-999.0,4.9,8.9,10.2,14.8,10.4,6.6,0.43617465165164676
2006-04-01,3.5,-999.0,9.1,13.5,17.6,22.4,19.6,12.1,0.7372426649417921
2006-05-01,3.5,-999.0,9.1,13.5,17.6,22.4,19.6,12.1,0.7372426649417921
2006-06-01,3.5,-999.0,9.1,13.5,17.6,22.4,19.6,12.1,0.7372426649417921
2006-07-01,3.5,-999.0,9.1,13.5,17.6,22.4,19.6,12.1,0.7372426649417921
2006-08-01,3.5,-999.0,9.1,13.5,17.6,22.4,19.6,12.1,0.7372426649417921
2006-09-01,3.5,-999.0,9.1,13.5,17.6,22.4,19.6,12.1,0.7372426649417921
2006-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,-999.0,0.0,1.3,2.0,2.8,0.6,2.4,0.06440996774871102
2006-12-01,0.0,-999.0,1.8,3.7,5.2,6.2,5.3,4.4,0.19085381404877513
2007-01-01,0.0,-999.0,3.7,6.1,6.8,9.9,8.3,7.0,0.3027866346094518
2007-02-01,3.5,-999.0,6.7,8.1,9.1,13.3,12.5,9.2,0.48408575251217023
2007-03-01,5.2,-999.0,9.8,10.8,12.2,17.4,17.3,11.2,0.6569977173979744
2007-04-01,5.2,-999.0,9.8,11.9,12.7,19.0,17.3,13.8,0.6995949358065184
2007-05-01,5.2,-999.0,9.8,11.9,12.7,21.3,17.3,14.3,0.7163233964364416
2007-06-01,5.2,-999.0,9.8,11.9,12.7,21.3,17.3,14.3,0.7163233964364416
2007-07-01,5.2,-999.0,9.8,11.9,12.7,21.3,17.3,14.3,0.7163233964364416
2007-08-01,5.2,-999.0,9.8,11.9,12.7,21.3,17.3,14.3,0.7163233964364416
2007-09-01,5.2,-999.0,9.8,11.9,12.7,21.3,17.3,14.3,0.7163233964364416
2007-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,-999.0,0.0,0.4,0.0,1.4,0.0,0.4,0.014644198092152219
2007-12-01,0.0,-999.0,1.7,2.5,3.2,5.5,3.7,3.8,0.14595126105767423
2008-01-01,9.6,-999.0,9.0,7.7,11.5,13.1,15.1,9.9,0.6358352625015071
2008-02-01,9.6,-999.0,16.6,13.9,19.9,20.8,25.2,17.3,0.9931972002751215
2008-03-01,13.8,-999.0,23.4,18.6,25.5,27.9,33.5,23.6,1.350229230817175
2008-04-01,13.8,-999.0,23.4,20.1,27.5,30.5,33.7,25.1,1.4063168108464024
2008-05-01,13.8,-999.0,23.4,20.1,27.5,30.9,33.7,25.1,1.4085725947313024
2008-06-01,13.8,-999.0,23.4,20.1,27.5,30.9,33.7,25.1,1.4085725947313024
2008-07-01,13.8,-999.0,23.4,20.1,27.5,30.9,33.7,25.1,1.4085725947313024
2008-08-01,13.8,-999.0,23.4,20.1,27.5,30.9,33.7,25.1,1.4085725947313024
2008-09-01,13.8,-999.0,23.4,20.1,27.5,30.9,33.7,25.1,1.4085725947313024
2008-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,-999.0,0.0,0.2,0.1,0.6,0.0,1.2,0.01502182928483602
2008-12-01,0.0,-999.0,0.6,2.8,4.1,5.6,2.8,3.4,0.13638903095109525
2009-01-01,0.0,-999.0,9.0,9.2,13.7,13.6,14.9,11.6,0.5321664202439885
2009-02-01,6.8,-999.0,11.4,11.1,17.2,16.8,19.6,13.5,0.7658262814168264
2009-03-01,7.5,-999.0,13.8,13.8,20.5,19.8,23.7,15.5,0.9072157944730259
2009-04-01,7.5,-999.0,13.8,14.7,22.2,23.2,23.7,16.8,0.9573018513921382
2009-05-01,7.5,-999.0,13.8,14.7,22.2,23.2,23.7,16.8,0.9573018513921382
2009-06-01,7.5,-999.0,13.8,14.7,22.2,23.2,23.7,16.8,0.9573018513921382
2009-07-01,7.5,-999.0,13.8,14.7,22.2,23.2,23.7,16.8,0.9573018513921382
2009-08-01,7.5,-999.0,13.8,14.7,22.2,23.2,23.7,16.8,0.9573018513921382
2009-09-01,7.5,-999.0,13.8,14.7,22.2,23.2,23.7,16.8,0.9573018513921382
2009-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,-999.0,0.0,0.6,1.5,1.8,0.6,2.8,0.05148543677960921
2009-12-01,0.0,-999.0,0.0,1.6,3.0,3.4,2.0,4.0,0.09816517451015584
2010-01-01,0.0,-999.0,4.6,5.2,8.0,8.6,10.2,8.8,0.3298699891046312
2010-02-01,9.5,-999.0,9.0,8.8,12.3,13.0,16.6,14.1,0.6901994226673899
2010-03-01,11.6,-999.0,15.0,11.6,15.4,17.1,21.5,16.9,0.9070977124665048
2010-04-01,11.6,-999.0,15.3,14.8,17.1,22.7,25.0,18.6,1.017391970179975
2010-05-01,11.6,-999.0,15.3,14.8,17.1,22.7,25.0,18.6,1.017391970179975
2010-06-01,11.6,-999.0,15.3,14.8,17.1,22.7,25.0,18.6,1.017391970179975
2010-07-01,11.6,-999.0,15.3,14.8,17.1,22.7,25.0,18.6,1.017391970179975
2010-08-01,11.6,-999.0,15.3,14.8,17.1,22.7,25.0,18.6,1.017391970179975
2010-09-01,11.6,-999.0,15.3,14.8,17.1,22.7,25.0,18.6,1.017391970179975
2010-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,-999.0,0.0,1.0,0.3,1.6,0.0,1.4,0.03114649328997024
2010-12-01,0.0,-999.0,2.7,2.1,3.5,5.3,4.3,2.9,0.15045271885284356
2011-01-01,0.0,-999.0,10.8,8.0,12.7,13.3,21.5,11.0,0.5640263798924483
2011-02-01,6.4,-999.0,11.4,10.0,14.7,16.2,22.2,11.6,0.7279349510667649
2011-03-01,7.5,-999.0,14.2,13.2,17.7,21.0,25.7,14.6,0.8963389357702809
2011-04-01,7.5,-999.0,14.2,15.2,20.4,24.1,28.1,16.0,0.9770722240144981
2011-05-01,7.5,-999.0,14.2,15.6,20.9,32.1,28.1,17.3,1.0394420702650906
2011-06-01,7.5,-999.0,14.2,15.6,20.9,32.1,28.1,17.3,1.0394420702650906
2011-07-01,7.5,-999.0,14.2,15.6,20.9,32.1,28.1,17.3,1.0394420702650906
2011-08-01,7.5,-999.0,14.2,15.6,20.9,32.1,28.1,17.3,1.0394420702650906
2011-09-01,7.5,-999.0,14.2,15.6,20.9,32.1,28.1,17.3,1.0394420702650906
2011-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,-999.0,0.0,0.6,1.2,1.2,1.0,2.9,0.04891051851383136
2011-12-01,0.0,-999.0,1.3,2.4,3.8,4.6,4.2,4.8,0.15064734193368975
2012-01-01,0.0,-999.0,3.7,4.2,5.5,6.9,7.9,6.9,0.25530892254469195
2012-02-01,4.1,-999.0,6.5,7.0,8.2,10.5,11.4,8.7,0.44838045185162045
2012-03-01,7.4,-999.0,12.2,10.9,12.8,15.5,18.4,13.8,0.7366869938781492
2012-04-01,7.4,-999.0,12.2,10.9,12.8,15.8,18.4,15.1,0.7481488603503693
2012-05-01,7.4,-999.0,12.2,10.9,12.8,15.8,18.4,15.1,0.7481488603503693
2012-06-01,7.4,-999.0,12.2,10.9,12.8,15.8,18.4,15.1,0.7481488603503693
2012-07-01,7.4,-999.0,12.2,10.9,12.8,15.8,18.4,15.1,0.7481488603503693
2012-08-01,7.4,-999.0,12.2,10.9,12.8,15.8,18.4,15.1,0.7481488603503693
2012-09-01,7.4,-999.0,12.2,10.9,12.8,15.8,18.4,15.1,0.7481488603503693
2012-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,-999.0,0.0,1.5,1.5,2.1,2.4,1.5,0.06218764384544707
2013-01-01,0.0,-999.0,2.8,3.6,3.8,6.2,7.8,4.4,0.20426816242520676
2013-02-01,5.2,-999.0,7.4,7.1,8.3,10.5,15.1,8.1,0.4932716190868387
2013-03-01,7.0,-999.0,10.2,9.5,10.5,14.5,18.3,10.1,0.6452865991747795
2013-04-01,7.0,-999.0,10.2,11.0,12.5,17.0,19.1,11.4,0.702760190590116
2013-05-01,7.0,-999.0,10.2,11.0,12.5,17.0,19.1,11.4,0.702760190590116
2013-06-01,7.0,-999.0,10.2,11.0,12.5,17.0,19.1,11.4,0.702760190590116
2013-07-01,7.0,-999.0,10.2,11.0,12.5,17.0,19.1,11.4,0.702760190590116
2013-08-01,7.0,-999.0,10.2,11.0,12.5,17.0,19.1,11.4,0.702760190590116
2013-09-01,7.0,-999.0,10.2,11.0,12.5,17.0,19.1,11.4,0.702760190590116
2013-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,-999.0,0.4,1.8,1.1,3.7,2.0,2.0,0.07665573627270232
2013-12-01,0.0,-999.0,2.9,5.4,7.4,8.0,7.5,6.6,0.2740506509818305
2014-01-01,0.0,-999.0,5.0,6.8,11.0,10.4,11.0,8.6,0.38471650706478494
2014-02-01,4.2,-999.0,6.2,9.1,13.8,14.2,13.9,10.3,0.5556281056578517
2014-03-01,4.2,-999.0,9.2,13.5,18.7,18.2,19.6,13.1,0.7411833524321564
2014-04-01,4.2,-999.0,9.2,16.6,22.4,22.4,21.8,16.2,0.8575205985447453
2014-05-01,4.2,-999.0,9.2,16.6,22.4,24.5,21.8,16.2,0.8693634639404703
2014-06-01,4.2,-999.0,9.2,16.6,22.4,24.5,21.8,16.2,0.8693634639404703
2014-07-01,4.2,-999.0,9.2,16.6,22.4,24.5,21.8,16.2,0.8693634639404703
2014-08-01,4.2,-999.0,9.2,16.6,22.4,24.5,21.8,16.2,0.8693634639404703
2014-09-01,4.2,-999.0,9.2,16.6,22.4,24.5,21.8,16.2,0.8693634639404703
2014-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0026540942080436167
2014-12-01,0.0,-999.0,1.1,2.9,2.7,5.2,3.8,2.4,0.12805190811941464
2015-01-01,0.0,-999.0,3.4,5.8,6.1,9.7,8.5,5.6,0.28111175706856645
2015-02-01,4.2,-999.0,4.8,7.5,7.3,11.6,10.0,7.6,0.42000704412194484
2015-03-01,5.8,-999.0,5.0,10.5,11.0,15.8,14.6,10.0,0.5708161196306604
2015-04-01,5.8,-999.0,5.0,10.5,13.0,17.3,14.6,12.3,0.6115261368708513
2015-05-01,5.8,-999.0,5.0,10.5,13.0,17.3,14.6,12.3,0.6115261368708513
2015-06-01,5.8,-999.0,5.0,10.5,13.0,17.6,14.6,12.3,0.6132179747845264
2015-07-01,5.8,-999.0,5.0,10.5,13.0,17.6,14.6,12.3,0.6132179747845264
2015-08-01,5.8,-999.0,5.0,10.5,13.0,17.6,14.6,12.3,0.6132179747845264
2015-09-01,5.8,-999.0,5.0,10.5,13.0,17.6,14.6,12.3,0.6132179747845264
2015-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,-999.0,0.1,0.0,0.1,1.2,0.0,0.7,0.013820221886723093
2015-12-01,0.0,-999.0,2.2,3.3,3.1,5.6,4.6,3.3,0.1598934558303547
2016-01-01,0.0,-999.0,7.5,7.5,9.0,10.2,12.0,7.8,0.40101124746746725
2016-02-01,6.3,-999.0,11.0,10.9,13.7,13.6,17.8,12.0,0.6861715234441305
2016-03-01,7.0,-999.0,11.0,11.7,14.0,15.7,18.8,13.9,0.7386153482177485
2016-04-01,7.0,-999.0,11.0,14.8,14.6,20.0,18.8,15.1,0.8053797675669807
2016-05-01,7.0,-999.0,11.0,14.8,14.6,23.0,18.8,18.0,0.8440928257958696
2016-06-01,7.0,-999.0,11.0,14.8,14.6,23.0,18.8,18.0,0.8440928257958696
2016-07-01,7.0,-999.0,11.0,14.8,14.6,23.0,18.8,18.0,0.8440928257958696
2016-08-01,7.0,-999.0,11.0,14.8,14.6,23.0,18.8,18.0,0.8440928257958696
2016-09-01,7.0,-999.0,11.0,14.8,14.6,23.0,18.8,18.0,0.8440928257958696
2016-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,-999.0,2.4,2.7,2.3,4.2,3.1,4.0,0.13911368734642762
2017-01-01,0.0,-999.0,7.0,7.2,8.9,9.8,10.5,9.5,0.39412461458130116
2017-02-01,9.3,-999.0,15.6,13.9,20.5,18.5,25.7,18.3,0.9800267410469281
2017-03-01,10.5,-999.0,18.2,16.8,24.6,22.1,31.5,22.2,1.16654816110233
2017-04-01,10.5,-999.0,18.2,17.5,24.6,26.6,31.5,23.6,1.208997184782156
2017-05-01,10.5,-999.0,18.2,17.5,24.6,26.6,31.5,23.6,1.208997184782156
2017-06-01,10.5,-999.0,18.2,17.5,24.6,26.6,31.5,23.6,1.208997184782156
2017-07-01,10.5,-999.0,18.2,17.5,24.6,26.6,31.5,23.6,1.208997184782156
2017-08-01,10.5,-999.0,18.2,17.5,24.6,26.6,31.5,23.6,1.208997184782156
2017-09-01,10.5,-999.0,18.2,17.5,24.6,26.6,31.5,23.6,1.208997184782156
2017-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.4,0.8,0.0083143510494857
2017-11-01,0.0,-999.0,0.1,0.8,0.9,0.9,1.1,0.9,0.03343377692725888
2017-12-01,0.0,-999.0,0.1,1.1,2.1,2.5,1.1,1.6,0.05950402648937396
2018-01-01,0.0,-999.0,0.6,1.5,2.1,3.5,1.1,2.2,0.07861460199876051
2018-02-01,1.1,-999.0,2.2,4.0,4.6,7.6,4.0,3.7,0.20552779049912967
2018-03-01,3.5,-999.0,4.5,7.0,9.4,12.0,10.4,7.0,0.417123104367579
2018-04-01,3.5,-999.0,4.5,8.1,11.0,14.1,11.9,8.6,0.47188820862521086
2018-05-01,3.5,-999.0,4.5,8.1,11.0,14.1,11.9,8.6,0.47188820862521086
2018-06-01,3.5,-999.0,4.5,8.1,11.0,14.1,11.9,8.6,0.47188820862521086
2018-07-01,3.5,-999.0,4.5,8.1,11.0,14.1,11.9,8.6,0.47188820862521086
2018-08-01,3.5,-999.0,4.5,8.1,11.0,14.1,11.9,8.6,0.47188820862521086
2018-09-01,3.5,-999.0,4.5,8.1,11.0,14.1,11.9,8.6,0.47188820862521086
2018-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,-999.0,0.0,1.3,1.7,3.4,2.6,4.1,0.0898351548019821
2018-12-01,0.0,-999.0,0.0,3.2,3.0,6.2,3.8,4.7,0.14454672978141758
2019-01-01,0.0,-999.0,1.2,5.5,4.8,9.6,6.5,6.9,0.24330915976597156
2019-02-01,6.4,-999.0,5.9,9.4,9.3,15.1,13.9,11.5,0.5697823422715641
2019-03-01,13.5,-999.0,15.9,14.9,16.8,22.8,25.6,20.6,1.0708061768302881
2019-04-01,16.6,-999.0,23.9,22.9,27.4,33.0,37.6,30.2,1.5552040577136654
2019-05-01,16.6,-999.0,23.9,22.9,27.4,35.9,37.6,30.2,1.5715584908791906
2019-06-01,16.6,-999.0,23.9,22.9,27.4,35.9,37.6,30.2,1.5715584908791906
2019-07-01,16.6,-999.0,23.9,22.9,27.4,35.9,37.6,30.2,1.5715584908791906
2019-08-01,16.6,-999.0,23.9,22.9,27.4,35.9,37.6,30.2,1.5715584908791906
2019-09-01,16.6,-999.0,23.9,22.9,27.4,35.9,37.6,30.2,1.5715584908791906
2019-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,-999.0,0.0,0.6,0.9,1.0,0.7,0.7,0.02727740387120698
2019-12-01,0.0,-999.0,3.4,3.5,3.4,5.3,5.9,5.3,0.19735601165272293
2020-01-01,0.0,-999.0,8.4,7.8,8.1,10.9,13.9,10.7,0.4431551820575401
2020-02-01,7.0,-999.0,10.4,9.5,10.4,14.5,16.4,12.4,0.6529767742167342
2020-03-01,7.8,-999.0,11.4,11.2,12.5,18.4,18.0,13.9,0.7498948302792925
2020-04-01,7.8,-999.0,11.4,15.0,17.5,23.6,23.4,19.5,0.9253536497265422
2020-05-01,7.8,-999.0,11.4,15.0,17.5,23.6,23.4,19.5,0.9253536497265422
2020-06-01,7.8,-999.0,11.4,15.0,17.5,23.6,23.4,19.5,0.9253536497265422
2020-07-01,7.8,-999.0,11.4,15.0,17.5,23.6,23.4,19.5,0.9253536497265422
2020-08-01,7.8,-999.0,11.4,15.0,17.5,23.6,23.4,19.5,0.9253536497265422
2020-09-01,7.8,-999.0,11.4,15.0,17.5,23.6,23.4,19.5,0.9253536497265422
2020-10-01,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,-999.0,0.2,0.5,0.3,0.7,0.1,0.7,0.018794843553339474
2020-12-01,0.0,-999.0,0.2,3.7,3.2,4.9,4.1,3.9,0.1411922872998684
2021-01-01,0.0,-999.0,2.3,6.1,6.1,8.4,8.3,6.2,0.2684638084296403
2021-02-01,3.8,-999.0,5.4,8.4,8.6,11.9,12.9,9.5,0.4708873929643233
2021-03-01,5.5,-999.0,7.8,10.7,11.4,15.9,16.8,11.7,0.6262646224638727
2021-04-01,5.5,-999.0,9.0,14.2,14.9,21.0,20.7,14.6,0.7707299551508854
2021-05-01,5.5,-999.0,9.0,14.2,14.9,21.0,20.7,14.6,0.7707299551508854
2021-06-01,-999.0,-999.0,9.0,14.2,14.9,21.0,20.7,14.6,0.799852841085697
2021-07-01,-999.0,-999.0,9.0,14.2,14.9,21.0,20.7,14.6,0.799852841085697
2021-08-01,-999.0,-999.0,9.0,14.2,14.9,21.0,20.7,14.6,0.799852841085697
2021-09-01,-999.0,-999.0,9.0,14.2,14.9,21.0,20.7,14.6,0.799852841085697
